V_NO,MAKE,MODEL,COLOUR,BODY_TYPE,FUEL_TYPE,MMAF,MMA,MM,VEHICLE_TRIM,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE,CAP_CLEAN,VEHICLE_AGE__MONTHS,REGISTERED_KEEPERS,ODOMETER_MILES,ACTUAL_REFURB_COST
4605,RENAULT,SCENIC,WHITE,MPV,Petrol,RENAULTSCENIC6 Years OldPETROL,RENAULTSCENIC6 Years Old,RENAULTSCENIC,DYNAMIQUE NAV,23/03/2018,TradeZone,MANUAL,8900,76.733333,2,45224,763.716
8865,TOYOTA,YARIS,WHITE,Hatchback,Petrol,TOYOTAYARIS6 Years OldPETROL,TOYOTAYARIS6 Years Old,TOYOTAYARIS,DESIGN,29/03/2018,TradeZone,MANUAL,9200,82.833333,2,18316,1091.041
955,SEAT,ARONA,RED,SUV,Petrol,SEATARONA4 Years OldPETROL,SEATARONA4 Years Old,SEATARONA,SE TECHNOLOGY,26/08/2019,TradeZone,MANUAL,10400,58.566667,2,14803,531.4399999999999
1146,KIA,PICANTO,BLACK,Hatchback,Petrol,KIAPICANTO4 Years OldPETROL,KIAPICANTO4 Years Old,KIAPICANTO,X-LINE S,14/10/2020,TradeZone,MANUAL,10750,47.633333,2,21067,333.091
2813,BMW,X3,GREY,SUV,Hybrid,BMWX34 Years OldPETROLPLUGINELECTRICHYBRID,BMWX34 Years Old,BMWX3,M SPORT,17/07/2020,TradeZone,SEMI-AUTO,20650,56.666667,1,71876,730.52
1504,NISSAN,JUKE,WHITE,SUV,Diesel,NISSANJUKE7 Years OldDIESEL,NISSANJUKE7 Years Old,NISSANJUKE,TEKNA,29/09/2017,PARTEX,MANUAL,4825,86.633333,2,64282,234.95999999999998
3710,TOYOTA,YARIS,BLUE,Hatchback,Hybrid,TOYOTAYARIS1 Years OldPETROLELECTRICHYBRID,TOYOTAYARIS1 Years Old,TOYOTAYARIS,DESIGN,30/09/2023,TradeZone,AUTO,18300,8.133333,2,881,544.559
9494,VAUXHALL,CORSA,RED,Hatchback,Petrol,VAUXHALLCORSA6 Years OldPETROL,VAUXHALLCORSA6 Years Old,VAUXHALLCORSA,ENERGY,30/06/2018,TradeZone,MANUAL,6125,73.1,2,10831,260.299
5231,SEAT,LEON,WHITE,Hatchback,Petrol,SEATLEON6 Years OldPETROL,SEATLEON6 Years Old,SEATLEON,FR TECHNOLOGY,26/07/2018,TradeZone,MANUAL,7825,72.066667,2,65534,896.4639999999999
1968,KIA,XCEED,GREY,Hatchback,Hybrid,KIAXCEED3 Years OldPETROLPLUGINELECTRICHYBRID,KIAXCEED3 Years Old,KIAXCEED,3,22/07/2021,TradeZone,SEMI-AUTO,16700,37.6,1,10345,870.78
3671,NISSAN,LEAF,GREY,Hatchback,Electric,NISSANLEAF3 Years OldELECTRIC,NISSANLEAF3 Years Old,NISSANLEAF,E+ TEKNA,19/04/2021,TradeZone,AUTO,11400,37.666667,1,49420,699.17
3183,FIAT,500,WHITE,Hatchback,Petrol,FIAT5006 Years OldPETROL,FIAT5006 Years Old,FIAT500,LOUNGE,27/09/2017,TradeZone,MANUAL,5300,82.666667,2,44306,428.84
9152,NISSAN,MICRA,BLACK,Hatchback,Petrol,NISSANMICRA4 Years OldPETROL,NISSANMICRA4 Years Old,NISSANMICRA,N-SPORT,06/02/2020,TradeZone,MANUAL,8150,51.7,1,49367,569.201
7211,SEAT,LEON,SILVER,Hatchback,Petrol,SEATLEON3 Years OldPETROL,SEATLEON3 Years Old,SEATLEON,SE DYNAMIC,15/09/2021,TradeZone,MANUAL,11700,35,4,36405,785.66
1598,MINI,CONVERTIBLE,ORANGE,Convertible,Petrol,MINICONVERTIBLE3 Years OldPETROL,MINICONVERTIBLE3 Years Old,MINICONVERTIBLE,COOPER SPORT,14/08/2020,TradeZone,MANUAL,13500,46.833333,2,25797,1091.363
8278,VAUXHALL,INSIGNIA GRAND SPORT,BLACK,Hatchback,Diesel,VAUXHALLINSIGNIA GRAND SPORT3 Years OldDIESEL,VAUXHALLINSIGNIA GRAND SPORT3 Years Old,VAUXHALLINSIGNIA GRAND SPORT,SRI NAV,29/06/2021,TradeZone,MANUAL,10100,40.6,1,49188,704.9499999999999
3177,BMW,X1,GREY,SUV,Petrol,BMWX13 Years OldPETROL,BMWX13 Years Old,BMWX1,M SPORT,31/03/2021,TradeZone,SEMI-AUTO,20150,44.8,1,26017,472.33
3716,VAUXHALL,CORSA,GREY,Hatchback,Petrol,VAUXHALLCORSA4 Years OldPETROL,VAUXHALLCORSA4 Years Old,VAUXHALLCORSA,ELITE NAV,22/10/2020,TradeZone,AUTO,10050,52.3,1,44826,754.38
6882,MERCEDES-BENZ,GLC,GREY,SUV,Petrol,MERCEDES-BENZGLC6 Years OldPETROL,MERCEDES-BENZGLC6 Years Old,MERCEDES-BENZGLC,AMG LINE,21/12/2018,TradeZone,SEMI-AUTO,22150,72.7,1,22722,488.209
7497,BMW,2 SERIES,WHITE,Coupe,Diesel,BMW2 SERIES5 Years OldDIESEL,BMW2 SERIES5 Years Old,BMW2 SERIES,SPORT,29/03/2019,TradeZone,MANUAL,10150,69.733333,4,42226,264.23
6314,PEUGEOT,E-2008,GREY,SUV,Electric,PEUGEOTE-20083 Years OldELECTRIC,PEUGEOTE-20083 Years Old,PEUGEOTE-2008,GT,29/04/2021,TradeZone,AUTO,13500,37.033333,1,23188,1184.137
2783,HYUNDAI,I10,BLUE,Hatchback,Petrol,HYUNDAII105 Years OldPETROL,HYUNDAII105 Years Old,HYUNDAII10,S,01/12/2018,TradeZone,MANUAL,4775,70.166667,4,44650,259.80899999999997
1300,TOYOTA,YARIS,RED,Hatchback,Petrol,TOYOTAYARIS5 Years OldPETROL,TOYOTAYARIS5 Years Old,TOYOTAYARIS,ICON TECH,25/07/2019,TradeZone,MANUAL,9800,61.4,1,13793,671.58
5020,VAUXHALL,CORSA,WHITE,Hatchback,Diesel,VAUXHALLCORSA7 Years OldDIESEL,VAUXHALLCORSA7 Years Old,VAUXHALLCORSA,DESIGN,15/09/2016,TradeZone,MANUAL,3525,93.533333,1,66324,267.715
8654,VOLKSWAGEN,POLO,RED,Hatchback,Petrol,VOLKSWAGENPOLO4 Years OldPETROL,VOLKSWAGENPOLO4 Years Old,VOLKSWAGENPOLO,GTI+,11/09/2020,PARTEX,SEMI-AUTO,14750,50.733333,3,38016,1144.802
2065,HYUNDAI,KONA,BLACK,SUV,Electric,HYUNDAIKONA3 Years OldELECTRIC,HYUNDAIKONA3 Years Old,HYUNDAIKONA,PREMIUM,30/09/2021,TradeZone,AUTO,11350,39.1,1,66535,379.65999999999997
5089,VAUXHALL,CORSA,WHITE,Hatchback,Petrol,VAUXHALLCORSA5 Years OldPETROL,VAUXHALLCORSA5 Years Old,VAUXHALLCORSA,GRIFFIN,14/06/2019,TradeZone,MANUAL,6775,70.166667,2,20442,782.6899999999999
9099,FORD,FIESTA,BLUE,Hatchback,Petrol,FORDFIESTA5 Years OldPETROL,FORDFIESTA5 Years Old,FORDFIESTA,TITANIUM,27/07/2019,TradeZone,MANUAL,7125,68.266667,2,52935,272.40999999999997
7632,KIA,SPORTAGE,BLACK,SUV,Diesel,KIASPORTAGE3 Years OldDIESEL,KIASPORTAGE3 Years Old,KIASPORTAGE,2,06/09/2021,TradeZone,MANUAL,15800,36.9,1,22194,329.481
6153,KIA,XCEED,GREY,Hatchback,Hybrid,KIAXCEED3 Years OldPETROLPLUGINELECTRICHYBRID,KIAXCEED3 Years Old,KIAXCEED,FIRST EDITION,28/09/2021,TradeZone,SEMI-AUTO,12100,36.133333,1,71380,613.3
4184,NISSAN,MICRA,SILVER,Hatchback,Petrol,NISSANMICRA7 Years OldPETROL,NISSANMICRA7 Years Old,NISSANMICRA,ACENTA,31/03/2017,PARTEX,MANUAL,3375,91.033333,3,55475,894.1099999999999
8686,SEAT,LEON,BLACK,Hatchback,Petrol,SEATLEON5 Years OldPETROL,SEATLEON5 Years Old,SEATLEON,SE,15/11/2019,TradeZone,MANUAL,10100,60.366667,1,18617,615.33
3527,VAUXHALL,INSIGNIA GRAND SPORT,BLUE,Hatchback,Diesel,VAUXHALLINSIGNIA GRAND SPORT4 Years OldDIESEL,VAUXHALLINSIGNIA GRAND SPORT4 Years Old,VAUXHALLINSIGNIA GRAND SPORT,TECH LINE NAV,28/02/2020,TradeZone,MANUAL,8275,51.033333,2,48821,384.94
1396,HONDA,CR-V,SILVER,SUV,Hybrid,HONDACR-V4 Years OldPETROLELECTRICHYBRID,HONDACR-V4 Years Old,HONDACR-V,EX,11/12/2020,TradeZone,AUTO,22000,48.966667,1,29936,591.51
9931,KIA,PICANTO,BLACK,Hatchback,Petrol,KIAPICANTO5 Years OldPETROL,KIAPICANTO5 Years Old,KIAPICANTO,3,22/07/2019,TradeZone,MANUAL,8300,59.5,1,30363,980.628
1268,TOYOTA,PRIUS,BLACK,Hatchback,Hybrid,TOYOTAPRIUS3 Years OldPETROLPLUGINELECTRICHYBRID,TOYOTAPRIUS3 Years Old,TOYOTAPRIUS,EXCEL,17/06/2021,TradeZone,AUTO,16000,42.833333,1,69219,2576.732
3698,MITSUBISHI,OUTLANDER,GREY,SUV,Hybrid,MITSUBISHIOUTLANDER3 Years OldPETROLPLUGINELECTRICHYBRID,MITSUBISHIOUTLANDER3 Years Old,MITSUBISHIOUTLANDER,EXCEED,08/12/2020,TradeZone,AUTO,15350,44.566667,1,45754,545.7199999999999
943,PEUGEOT,2008,BLACK,SUV,Petrol,PEUGEOT20083 Years OldPETROL,PEUGEOT20083 Years Old,PEUGEOT2008,ALLURE PREMIUM,25/11/2021,TradeZone,MANUAL,11900,38.433333,1,44250,762.065
4379,PEUGEOT,108,BLUE,Hatchback,Petrol,PEUGEOT1083 Years OldPETROL,PEUGEOT1083 Years Old,PEUGEOT108,ALLURE,30/11/2021,TradeZone,MANUAL,8550,34.4,1,6057,350.137
5757,VAUXHALL,CORSA-E,BLACK,Hatchback,Electric,VAUXHALLCORSA-E3 Years OldELECTRIC,VAUXHALLCORSA-E3 Years Old,VAUXHALLCORSA-E,ELITE NAV PREMIUM,16/08/2021,TradeZone,AUTO,10600,39.9,2,22852,883.34
3713,KIA,NIRO,GREY,SUV,Hybrid,KIANIRO3 Years OldPETROLELECTRICHYBRID,KIANIRO3 Years Old,KIANIRO,2,15/12/2020,TradeZone,AUTO,11750,46.7,1,63887,165.48
3903,PEUGEOT,E-208,BLUE,Hatchback,Electric,PEUGEOTE-2083 Years OldELECTRIC,PEUGEOTE-2083 Years Old,PEUGEOTE-208,GT PREMIUM,30/07/2021,TradeZone,AUTO,10450,37.933333,1,46052,536.164
7220,AUDI,A1,WHITE,Hatchback,Petrol,AUDIA16 Years OldPETROL,AUDIA16 Years Old,AUDIA1,SE,13/02/2019,PARTEX,MANUAL,11200,73.966667,2,47154,816.033
1202,PEUGEOT,2008,BLUE,SUV,Petrol,PEUGEOT20082 Years OldPETROL,PEUGEOT20082 Years Old,PEUGEOT2008,ALLURE PREMIUM,18/01/2022,PARTEX,MANUAL,15150,28.966667,2,13809,669.28
9949,AUDI,A3,BLACK,Hatchback,Petrol,AUDIA39+ Years OldPETROL,AUDIA39+ Years Old,AUDIA3,S LINE,24/08/2015,PARTEX,MANUAL,7875,113.166667,2,72055,616.28
5669,KIA,CEED,WHITE,Estate,Diesel,KIACEED3 Years OldDIESEL,KIACEED3 Years Old,KIACEED,3,30/06/2021,TradeZone,MANUAL,9475,37.766667,1,65586,1089.331
1090,VOLKSWAGEN,POLO,WHITE,Hatchback,Petrol,VOLKSWAGENPOLO5 Years OldPETROL,VOLKSWAGENPOLO5 Years Old,VOLKSWAGENPOLO,SE,15/01/2019,PARTEX,SEMI-AUTO,8775,71.2,2,66174,983.03
8578,AUDI,Q2,WHITE,SUV,Petrol,AUDIQ27 Years OldPETROL,AUDIQ27 Years Old,AUDIQ2,S LINE,30/06/2017,TradeZone,MANUAL,14850,84.333333,1,24979,557.261
7063,TOYOTA,RAV4,WHITE,SUV,Hybrid,TOYOTARAV45 Years OldPETROLELECTRICHYBRID,TOYOTARAV45 Years Old,TOYOTARAV4,DESIGN,11/01/2019,TradeZone,AUTO,12700,68.3,,71293,663.3000000000001
7617,NISSAN,QASHQAI,GREY,SUV,Petrol,NISSANQASHQAI2 Years OldPETROL,NISSANQASHQAI2 Years Old,NISSANQASHQAI,ACENTA PREMIUM,22/11/2021,OTHER,SEMI-AUTO,17850,30.1,1,21469,883.7199999999999
6750,VAUXHALL,ADAM,BLUE,Hatchback,Petrol,VAUXHALLADAM5 Years OldPETROL,VAUXHALLADAM5 Years Old,VAUXHALLADAM,ENERGISED,29/03/2019,TradeZone,MANUAL,7000,63.8,2,32971,1197.61
7737,SEAT,LEON,WHITE,Hatchback,Diesel,SEATLEON3 Years OldDIESEL,SEATLEON3 Years Old,SEATLEON,SE DYNAMIC,07/07/2021,TradeZone,MANUAL,10500,37.633333,1,72086,259.56
5883,SKODA,KAROQ,WHITE,SUV,Diesel,SKODAKAROQ6 Years OldDIESEL,SKODAKAROQ6 Years Old,SKODAKAROQ,SE L,06/11/2018,TradeZone,MANUAL,12500,73.766667,2,36207,288.64
5793,CITROEN,C5 AIRCROSS,BLACK,SUV,Petrol,CITROENC5 AIRCROSS5 Years OldPETROL,CITROENC5 AIRCROSS5 Years Old,CITROENC5 AIRCROSS,FLAIR PLUS,30/09/2019,PARTEX,SEMI-AUTO,13150,65.466667,2,28843,676.14
1274,SMART,FORFOUR,WHITE,Hatchback,Electric,SMARTFORFOUR2 Years OldELECTRIC,SMARTFORFOUR2 Years Old,SMARTFORFOUR,PREMIUM,08/10/2021,TradeZone,AUTO,7625,35.566667,1,22683,304.15999999999997
7287,FORD,FOCUS,BLUE,Hatchback,Petrol,FORDFOCUS3 Years OldPETROL,FORDFOCUS3 Years Old,FORDFOCUS,ST-LINE EDITION,30/09/2021,TradeZone,MANUAL,12100,37.5,1,40018,750.981
9019,FORD,FIESTA,BLUE,Hatchback,Petrol,FORDFIESTA7 Years OldPETROL,FORDFIESTA7 Years Old,FORDFIESTA,ST-LINE,31/01/2018,TradeZone,MANUAL,5175,86.733333,2,65691,545.89
7365,FORD,FIESTA,GREY,Hatchback,Petrol,FORDFIESTA5 Years OldPETROL,FORDFIESTA5 Years Old,FORDFIESTA,TITANIUM,26/02/2019,TradeZone,MANUAL,9925,67.633333,1,8103,424.78499999999997
6114,NISSAN,JUKE,RED,SUV,Petrol,NISSANJUKE6 Years OldPETROL,NISSANJUKE6 Years Old,NISSANJUKE,N-CONNECTA,23/05/2018,TradeZone,AUTO,8925,79.6,2,19819,1398.95
7477,SEAT,LEON,BLACK,Hatchback,Petrol,SEATLEON3 Years OldPETROL,SEATLEON3 Years Old,SEATLEON,SE DYNAMIC,03/09/2021,TradeZone,MANUAL,10850,40.6,3,40030,304.868
6067,MINI,HATCHBACK,WHITE,Hatchback,Petrol,MINIHATCHBACK2 Years OldPETROL,MINIHATCHBACK2 Years Old,MINIHATCHBACK,COOPER CLASSIC,25/06/2022,PARTEX,MANUAL,12900,28.3,1,34928,325.91999999999996
3743,HYUNDAI,KONA,RED,SUV,Electric,HYUNDAIKONA3 Years OldELECTRIC,HYUNDAIKONA3 Years Old,HYUNDAIKONA,PREMIUM,17/12/2021,TradeZone,AUTO,15450,37.966667,1,13981,401.34
4070,AUDI,A1,WHITE,Hatchback,Petrol,AUDIA16 Years OldPETROL,AUDIA16 Years Old,AUDIA1,S LINE NAV,26/02/2018,TradeZone,MANUAL,10800,80.166667,3,36742,326.69
5404,HYUNDAI,TUCSON,GREY,SUV,Hybrid,HYUNDAITUCSON1 Years OldPETROLELECTRICHYBRID,HYUNDAITUCSON1 Years Old,HYUNDAITUCSON,ULTIMATE,27/02/2023,TradeZone,SEMI-AUTO,27550,17.1,1,15307,575.84
8435,KIA,NIRO,GREY,SUV,Hybrid,KIANIRO4 Years OldPETROLELECTRICHYBRID,KIANIRO4 Years Old,KIANIRO,3,21/07/2020,TradeZone,AUTO,15550,50.633333,1,29493,937.83
3290,PEUGEOT,5008,BLUE,SUV,Diesel,PEUGEOT50083 Years OldDIESEL,PEUGEOT50083 Years Old,PEUGEOT5008,GT,14/06/2021,TradeZone,MANUAL,18950,43.9,1,40138,305.36
6673,MINI,CONVERTIBLE,RED,Convertible,Petrol,MINICONVERTIBLE5 Years OldPETROL,MINICONVERTIBLE5 Years Old,MINICONVERTIBLE,COOPER SPORT,27/12/2019,TradeZone,MANUAL,13600,60.6,2,11949,352.32
1419,TOYOTA,C-HR,GREY,SUV,Hybrid,TOYOTAC-HR3 Years OldPETROLELECTRICHYBRID,TOYOTAC-HR3 Years Old,TOYOTAC-HR,DESIGN,28/11/2020,TradeZone,AUTO,15150,44.4,1,41764,514.6320000000001
2939,PEUGEOT,2008,RED,SUV,Diesel,PEUGEOT20083 Years OldDIESEL,PEUGEOT20083 Years Old,PEUGEOT2008,GT,10/12/2021,TradeZone,MANUAL,13600,36.866667,1,38785,544.1659999999999
5923,PEUGEOT,E-2008,BLUE,SUV,Electric,PEUGEOTE-20083 Years OldELECTRIC,PEUGEOTE-20083 Years Old,PEUGEOTE-2008,GT,27/10/2021,TradeZone,AUTO,13450,37.6,1,30482,532.21
1069,SEAT,ARONA,RED,SUV,Petrol,SEATARONA4 Years OldPETROL,SEATARONA4 Years Old,SEATARONA,SE TECHNOLOGY,11/06/2020,TradeZone,SEMI-AUTO,9650,56.7,1,51409,656.475
242,RENAULT,CLIO,GREY,Hatchback,Petrol,RENAULTCLIO3 Years OldPETROL,RENAULTCLIO3 Years Old,RENAULTCLIO,ICONIC,25/09/2020,TradeZone,MANUAL,9700,44.033333,2,29005,9.5
9985,JAGUAR,F-PACE,BLUE,SUV,Diesel,JAGUARF-PACE6 Years OldDIESEL,JAGUARF-PACE6 Years Old,JAGUARF-PACE,PORTFOLIO,30/07/2018,TradeZone,AUTO,16250,75.9,2,53546,899.472
3489,JAGUAR,E-PACE,BLACK,SUV,Diesel,JAGUARE-PACE5 Years OldDIESEL,JAGUARE-PACE5 Years Old,JAGUARE-PACE,S,28/03/2019,TradeZone,MANUAL,11950,66.533333,2,48410,251.85
4298,BMW,3 SERIES,GREY,Saloon,Petrol,BMW3 SERIES4 Years OldPETROL,BMW3 SERIES4 Years Old,BMW3 SERIES,M SPORT,31/07/2020,TradeZone,SEMI-AUTO,19300,47.233333,2,39156,348.59
4423,VAUXHALL,CORSA-E,BLUE,Hatchback,Electric,VAUXHALLCORSA-E3 Years OldELECTRIC,VAUXHALLCORSA-E3 Years Old,VAUXHALLCORSA-E,ELITE NAV PREMIUM,11/05/2021,TradeZone,AUTO,9625,46.733333,1,28617,559.64
9474,AUDI,Q3,GREY,SUV,Diesel,AUDIQ37 Years OldDIESEL,AUDIQ37 Years Old,AUDIQ3,S LINE PLUS,29/10/2016,TradeZone,SEMI-AUTO,11100,92.833333,2,67095,488.15999999999997
6191,FORD,FIESTA,WHITE,Hatchback,Petrol,FORDFIESTA4 Years OldPETROL,FORDFIESTA4 Years Old,FORDFIESTA,ST-LINE EDITION,15/01/2021,PARTEX,MANUAL,12500,44.833333,2,17249,352.22999999999996
9839,VOLKSWAGEN,TOURAN,SILVER,MPV,Diesel,VOLKSWAGENTOURAN6 Years OldDIESEL,VOLKSWAGENTOURAN6 Years Old,VOLKSWAGENTOURAN,SE FAMILY,13/07/2018,TradeZone,SEMI-AUTO,12050,79.266667,3,63937,454.14
2827,MG,MG3,BLUE,Hatchback,Petrol,MGMG31 Years OldPETROL,MGMG31 Years Old,MGMG3,EXCLUSIVE,26/05/2023,TradeZone,MANUAL,9525,16.333333,1,10139,495.953
7711,MINI,COUNTRYMAN,GREY,SUV,Hybrid,MINICOUNTRYMAN5 Years OldPETROLPLUGINELECTRICHYBRID,MINICOUNTRYMAN5 Years Old,MINICOUNTRYMAN,COOPER S E EXCLUSIVE,23/12/2019,TradeZone,SEMI-AUTO,17050,62.366667,1,32474,223.14
5198,CITROEN,C5 AIRCROSS,GREY,SUV,Diesel,CITROENC5 AIRCROSS3 Years OldDIESEL,CITROENC5 AIRCROSS3 Years Old,CITROENC5 AIRCROSS,FLAIR,30/11/2020,TradeZone,MANUAL,13550,42.766667,1,20613,866.567
2748,VOLKSWAGEN,UP!,WHITE,Hatchback,Petrol,VOLKSWAGENUP!4 Years OldPETROL,VOLKSWAGENUP!4 Years Old,VOLKSWAGENUP!,UP GTI,20/03/2020,TradeZone,MANUAL,13150,53.566667,2,21777,606.81
65,MINI,COUNTRYMAN,BLACK,SUV,Hybrid,MINICOUNTRYMAN4 Years OldPETROLPLUGINELECTRICHYBRID,MINICOUNTRYMAN4 Years Old,MINICOUNTRYMAN,COOPER S E EXCLUSIVE,20/02/2020,TradeZone,SEMI-AUTO,15150,52.733333,1,68026,271.13
6972,MINI,HATCHBACK,BLUE,Hatchback,Electric,MINIHATCHBACK3 Years OldELECTRIC,MINIHATCHBACK3 Years Old,MINIHATCHBACK,COOPER S LEVEL 3,22/09/2021,TradeZone,AUTO,16300,36.666667,2,14611,655.4
3227,MINI,HATCHBACK,BLACK,Hatchback,Petrol,MINIHATCHBACK3 Years OldPETROL,MINIHATCHBACK3 Years Old,MINIHATCHBACK,ONE CLASSIC,01/10/2021,OTHER,MANUAL,10700,41.7,1,47171,951.45
214,HYUNDAI,I10,WHITE,Hatchback,Petrol,HYUNDAII103 Years OldPETROL,HYUNDAII103 Years Old,HYUNDAII10,SE,04/10/2021,TradeZone,MANUAL,8250,36.933333,1,40805,952.265
3446,JEEP,RENEGADE,WHITE,Hatchback,Diesel,JEEPRENEGADE7 Years OldDIESEL,JEEPRENEGADE7 Years Old,JEEPRENEGADE,,04/07/2016,TradeZone,MANUAL,4925,103.7,1,50411,421.49
7978,TOYOTA,AURIS,GREY,Hatchback,Hybrid,TOYOTAAURIS6 Years OldPETROLELECTRICHYBRID,TOYOTAAURIS6 Years Old,TOYOTAAURIS,ICON,13/03/2018,TradeZone,AUTO,9100,75.333333,5,72116,9.5
8978,JAGUAR,F-PACE,RED,SUV,Diesel,JAGUARF-PACE7 Years OldDIESEL,JAGUARF-PACE7 Years Old,JAGUARF-PACE,PORTFOLIO,19/10/2017,TradeZone,AUTO,17950,84.7,3,47845,310.131
2874,VAUXHALL,GRANDLAND X,RED,SUV,Hybrid,VAUXHALLGRANDLAND X3 Years OldPETROLPLUGINELECTRICHYBRID,VAUXHALLGRANDLAND X3 Years Old,VAUXHALLGRANDLAND X,BUSINESS EDITION NAV PREMIUM,31/07/2020,TradeZone,AUTO,12250,46.066667,1,60490,975.27
3299,FORD,FOCUS,RED,Hatchback,Diesel,FORDFOCUS4 Years OldDIESEL,FORDFOCUS4 Years Old,FORDFOCUS,TITANIUM X,31/10/2019,TradeZone,MANUAL,10100,58.366667,1,48600,1115.36
9833,VAUXHALL,GRANDLAND X,GREY,SUV,Petrol,VAUXHALLGRANDLAND X4 Years OldPETROL,VAUXHALLGRANDLAND X4 Years Old,VAUXHALLGRANDLAND X,ELITE NAV,28/06/2019,TradeZone,AUTO,13650,59.233333,2,16637,499.004
8560,SUZUKI,SWIFT,RED,Hatchback,Petrol,SUZUKISWIFT6 Years OldPETROL,SUZUKISWIFT6 Years Old,SUZUKISWIFT,SZ5,30/08/2018,TradeZone,MANUAL,8050,78.4,2,21691,437.214
8671,MITSUBISHI,OUTLANDER,WHITE,SUV,Hybrid,MITSUBISHIOUTLANDER4 Years OldPETROLPLUGINELECTRICHYBRID,MITSUBISHIOUTLANDER4 Years Old,MITSUBISHIOUTLANDER,4H,25/06/2019,PARTEX,AUTO,13450,59.233333,3,53310,442.46
8130,SEAT,IBIZA,WHITE,Hatchback,Petrol,SEATIBIZA5 Years OldPETROL,SEATIBIZA5 Years Old,SEATIBIZA,XCELLENCE,29/03/2019,TradeZone,SEMI-AUTO,11200,71.633333,2,35093,288.12
3102,SKODA,OCTAVIA,BLUE,Estate,Petrol,SKODAOCTAVIA7 Years OldPETROL,SKODAOCTAVIA7 Years Old,SKODAOCTAVIA,SE,29/11/2017,PARTEX,MANUAL,8975,88.333333,2,36477,383.72
2923,CITROEN,C5 AIRCROSS,WHITE,SUV,Diesel,CITROENC5 AIRCROSS3 Years OldDIESEL,CITROENC5 AIRCROSS3 Years Old,CITROENC5 AIRCROSS,FLAIR,30/11/2020,TradeZone,MANUAL,13900,42.333333,1,15318,950.865
9657,PEUGEOT,3008,GREY,SUV,Diesel,PEUGEOT30086 Years OldDIESEL,PEUGEOT30086 Years Old,PEUGEOT3008,ALLURE,24/07/2018,TradeZone,MANUAL,10150,75.2,2,44745,401.15999999999997
9166,KIA,PICANTO,WHITE,Hatchback,Petrol,KIAPICANTO5 Years OldPETROL,KIAPICANTO5 Years Old,KIAPICANTO,X-LINE,19/06/2019,TradeZone,MANUAL,7725,62.966667,2,46109,252.44799999999998
3825,MINI,HATCHBACK,BLACK,Hatchback,Petrol,MINIHATCHBACK5 Years OldPETROL,MINIHATCHBACK5 Years Old,MINIHATCHBACK,COOPER S SPORT,01/03/2019,TradeZone,MANUAL,12750,64.766667,3,45090,545.516
2838,KIA,STONIC,RED,SUV,Petrol,KIASTONIC4 Years OldPETROL,KIASTONIC4 Years Old,KIASTONIC,2,04/03/2020,TradeZone,MANUAL,11100,51.733333,1,17261,528.18
3322,PEUGEOT,E-2008,RED,SUV,Electric,PEUGEOTE-20083 Years OldELECTRIC,PEUGEOTE-20083 Years Old,PEUGEOTE-2008,GT,27/07/2021,OTHER,AUTO,12200,40.466667,1,43313,1100.44
1647,SEAT,LEON,WHITE,Hatchback,Petrol,SEATLEON6 Years OldPETROL,SEATLEON6 Years Old,SEATLEON,FR TECHNOLOGY,19/06/2018,TradeZone,MANUAL,8000,81.5,2,61686,722.63
8969,MINI,HATCHBACK,GREY,Hatchback,Petrol,MINIHATCHBACK5 Years OldPETROL,MINIHATCHBACK5 Years Old,MINIHATCHBACK,COOPER S CLASSIC,26/03/2019,TradeZone,MANUAL,11100,69.766667,3,35772,335.91
6117,SUZUKI,VITARA,SILVER,SUV,Petrol,SUZUKIVITARA5 Years OldPETROL,SUZUKIVITARA5 Years Old,SUZUKIVITARA,SZ-T,23/08/2019,TradeZone,MANUAL,9650,61.133333,1,22434,713.63
8043,PEUGEOT,E-208,BLUE,Hatchback,Electric,PEUGEOTE-2083 Years OldELECTRIC,PEUGEOTE-2083 Years Old,PEUGEOTE-208,GT,19/04/2021,TradeZone,AUTO,13650,37.4,1,10726,294.82
1917,NISSAN,JUKE,GREY,Hatchback,Petrol,NISSANJUKE2 Years OldPETROL,NISSANJUKE2 Years Old,NISSANJUKE,TEKNA,08/05/2021,OTHER,SEMI-AUTO,16450,37.533333,1,11443,593.565
7214,PEUGEOT,E-2008,BLACK,SUV,Electric,PEUGEOTE-20083 Years OldELECTRIC,PEUGEOTE-20083 Years Old,PEUGEOTE-2008,GT,19/05/2021,TradeZone,AUTO,12600,36.466667,1,38213,480.40999999999997
2180,SEAT,LEON,RED,Hatchback,Petrol,SEATLEON4 Years OldPETROL,SEATLEON4 Years Old,SEATLEON,SE DYNAMIC,14/07/2020,TradeZone,MANUAL,10250,49.666667,3,28921,379.95
5724,VAUXHALL,ASTRA,BLACK,Hatchback,Petrol,VAUXHALLASTRA3 Years OldPETROL,VAUXHALLASTRA3 Years Old,VAUXHALLASTRA,SRI NAV,13/10/2020,TradeZone,MANUAL,9200,44.766667,1,39925,1097.6699999999998
2372,CUPRA,BORN,BLUE,Hatchback,Electric,CUPRABORN1 Years OldELECTRIC,CUPRABORN1 Years Old,CUPRABORN,V2,18/10/2022,TradeZone,AUTO,19850,23.166667,1,18116,288.84999999999997
